name,latitude,longitude,address,description,imagepath,author
Sellery House ,43.069532,-89.420079, 2021 Van Hise Avenue ,"<p>The Sellery House is an unusual and derivative design that blends elements from the Egyptian Revival and Prairie styles. The overall composition is almost identical to a 1907 house designed by George Maher, a successful Prairie Style architect, for Henry Schultz in Winnetka, Illinois. </p><p>While Maher had a working relationship with a number of Madison-based architects, none of them was responsible for the work done on behalf of the Sellery family. Instead, the house may have been designed by the Chicago firm of Murphy and Cloyes. The design lacks some of the detail in scale and proportion that is exhibited in many of the other Prairie Style homes in the area.</p><p>Although little is known about the architect, a great deal is known about the original owner and occupant. George Sellery commissioned the house in 1910, the same year he was named Dean of the College of Letters and Science at the University of Wisconsin. He had previously spent ten years as a professor of European history at the University, having arrived in Madison directly from his graduate studies. </p><p>The family moved to University Heights because of Sellery's new position and the young family's need for a larger home. Sellery served as Dean of the College of Letters and Science until 1942, when he retired after decades of influential service and teaching. </p><p>He also served briefly as the acting President of the University in 1937 and had a profound impact on the University as an institution. A number of streets, buildings, and organizations around the University and Madison still carry his name. He lived at the same address until his death in 1962; the house was sold following the death of his wife, Beatrice, four years later.</p>",img/uHeights/sellery.png,Rowan Davidson
Terrace Homes Apartments ,43.070026,-89.413925,114-118 North Breese Terrace ,"<p>Terrace Homes apartments at the corner of Breese Terrace and Hoyt Avenue, designed by architect Philip Homer for the contractors and realtors Paul E. Stark and John Findorff and Sons, was built in 1927 as a cooperative apartment. Although similar to the condominium models popular in America's larger cities during the 1920s, it is likely the only apartment building of its type in Madison of the era.</p><p> However, it took some time for this ownership model to be adopted since the impact of the Great Depression, which occurred shortly after the building's completion, kept a large number of its units empty until the post-World War II years. The high value of the property and its ownership requirements meant that the Terrace Construction Company held five units, in lieu of payment for work completed, until 1938. </p><p> By 1945 a majority of the shares in the cooperative were owned by residents and ownership was transferred to the organization, which still exists today. The success of cooperative living models elsewhere brought the idea to the attention of developers Stark and Findorff, who were eager to introduce the often luxurious and urban approach to a rapidly growing Madison. </p><p>The architect, Homer, had recently visited the newly completed large-scale condominiums at Jackson Park on the south side of Chicago and witnessed the extensive demand for such units. The site along Breese Terrace, snuggled between the wealthy homes of University Heights and the hustle and bustle of the campus and Camp Randall along a street car line, likely seemed a good location. </p><p>The building, with the exception of some adjustments and additions to accommodate fire codes and modern utilities, closely resembles its original form. Its design clearly embraces the eclectic neo-Tudor and modified English style popular in the 1920s as evidenced by its allusions to the taste and stability of manor houses in England. The exterior of the masonry structure is clad in brick with tile accents and rough stone headers, lintels, and frames; the building carries the Tudor design through the exterior with the exception of the rear recesses, which, for economic reasons, were left in unadorned brick. </p><p>The exterior also has notable decorative parapets, stone banding, asbestos-shingled projections over exterior doors, and varied and highly elaborate chimneys that slim as they rise vertically up the length of the building. Each chimney is shaped as a polygon with variegated brick designs. The leaded glass windows, which still exist today, are visible on all of the exterior street-facing facades, while the rear windows for kitchens, bathrooms, and service elements have simple double-hung glazing. </p><p>Because of the socio-economic status of the residents and the expense of the cooperative units, the apartments also used the recently developed Stephens System of soundproofing. This system, which had the floor joists resting on cushioned steel saddles, allowed the space between the concrete and wood floors to be filled with sound-dampening insulation.</p><p>Local Madison architect Philip Homer designed the building for Stark and Findorff; Homer then proceeded to live there with his wife, Gladys, until his death decades later. Born in LaCrosse and from 1912 on a lifelong Madisonian, Homer worked during the 1920s as the chief architect for the Stark Land Company and Capital Construction Company, both owned by Paul Stark. Homer was also responsible for the design of Schenk's Department Store on Atwood Avenue and the Mifflin Arcade on Mifflin Street. </p><p>While usually successful, Homer was forced to work as an automobile salesman during the lean years of the 1930s before returning to private architectural practice after World War II. Like a number of the original occupants, the middle-class Homers, with their small family, remained in the building for a long time.  It has always had thirteen units, twelve for owners/tenants and one for the building superintendent. </p><p>The professions and occupations of the residents have varied greatly, ranging from professionals such as engineers, architects, and dentists, to others in the trades and services, including salespeople, firefighters, and a university facilities janitor. Generally, the units have provided residents with a stable, comfortable, and private living environment; these same provisions and preferences are similar to the majority of University Heights residents, although they are not necessarily in keeping with tenant conditions along Breese Terrace. </p>",img/uHeights/terrace.png,Rowan Davidson
Whitson House ,43.07191,-89.41952,1920 Arlington Place ,"<p>In 1905, Andrew Whitson, a Professor of Soils at the University of Wisconsin, contracted the Madison architectural firm of Claude and Starck to design and build his house. The University Heights neighborhood, well established by this time, was a focal point for progressive residential architectural styles in the period, and Claude and Starck were active in this development. </p><p>Although Wilson's house clearly shows aspects of Gothic and Tudor revival influences, a number of more modern stylistic features are also apparent. The house has stucco siding with painted wood trim banding and a wood belt course that separates the two stories. Many of the windows are grouped together in asymmetrical elevations. The windows in the stairwell off the main entrance are polygons, a feature that would be repeated many times in other Claude and Starck designs.</p><p>Along with the vaguely Arts and Crafts approach, the house has a degree of simplicity, attention to its site, and horizontality that foreshadow the Prairie School then becoming popular. Indeed, Claude and Starck were among Madison's most prolific Prairie School practitioners. </p><p>The faculty and professionals living in University Heights saw themselves as making a statement about their position and concerns by hiring architects such as Claude and Starck to design their stylish homes. Since that time the neighborhood's occupants have not changed greatly; Peter Morrison, a university professor, lived in the house after the Whitsons. </p><p>The Whitson house represents the first in a long string of very similar designs by Claude and Starck in Madison. A number are in University Heights, some quite close to the Whitson House, including the Steven House at 1908 Arlington Place, the Meyer House at 1937 Arlington Place, and the Pence House at the end of the same block. All of these homes were commissioned and built over a ten-year span from 1904 to 1914. </p><p>During the preceding decade both Louis Claude and Edward Starck spent some time working and learning their profession in Chicago, where they collaborated with the offices of George Maher and Louis Sullivan. Certainly some direct influence of Maher's architecture can be detected in their Madison designs; however, the development of their particular version of the Prairie Style appears to be one of cross-currents since they developed a unique approach of mixing Gothic touches with typical Prairie design elements and motifs that others across the region would follow. </p>",img/uHeights/whiston.png,Rowan Davidson
Buell House  ,43.07126,-89.41821,115 Ely Place ,"<p>The first residence erected in University Heights was the massive Queen Anne-style Buell House. Designed by the prominent local architecture firm of Conover and Porter, the design has strong references to the popular shingle style and the Richardson Romanesque. The two-and-one-half story building, with dark red shingles covering much of its exterior and a rusticated smooth stone foundation, has a vertical emphasis. It is adorned with extensive Victorian details in a number of bays, dormers, and turrets. </p><p>The roof has an open gable on the central element of the house, while the rest of the roof is hipped with a tower at the northern corner. The Queen Anne style in this case serves as a transition between the overwrought Victorian mansions preceding it and the shingle and more subdued progressive styles increasing in popularity at the time. The house has curved g brackets and intricate wood detailing throughout that do not reference any specific historical precedent.</p><p> A number of the windows have leaded glass that, again, does not reference a previous style and there is a lack of classical ornamentation and proportions. The interior has a large, centrally located living space that flows into other rooms from a central hall. The first floor also has a massive staircase with a central fireplace and large gothic windows that light both the stairs and the living area. </p><p>The Buell family built their home near the top of the hill in 1894, before any other properties in the neighborhood had been developed. The size of the house, along with the slow development of the neighborhood, made the house stand out, and in contemporary photographs it looks distinctly forlorn. Its solitary and conspicuous nature led the imposing structure to be dubbed by locals as Buell's Folly."" However,  when Charles Buell died in 1938 his home was surrounded by the largest and most desirable homes of Madison's elite. </p><p>In fact, Buell, a member of the original University Heights Company and something of a land speculator, ended up selling much of the property to nearby residents as the neighborhood grew in size and popularity. </p><p>Charles Buell is notable because he was the only head of a household not directly connected with the university who lived in the Heights during the first decade of its existence.</p><p> As a prominent and wealthy attorney with the Smith and Buell office in Madison, he had influence and standing in the community, but did not fit the mold of residents in the neighborhood. After Charles's death the house was passed to his daughter, Mary, and from her to Carroll Sweet, a Forest Products Laboratory Engineer, and his wife Pauline. Van Potter, a well-regarded university professor, lived in the house until recently. </p><p>The Buells contracted the Conover and Porter firm to design their home. Conover and Porter were known during their time for working in a style not unlike H.H. Richardson. The fortress-like University of Wisconsin Armory, which the firm designed around the same time, is an excellent example of their style. </p><p>The prolific partnership of Conover and Porter frequently used arches, earth tones, and massive stonework that echoed the Richardson Romanesque revival. Their detailing, in both residential and institutional work, was typically beautiful and well-handled and had the unusual trait of adding gothic elements to otherwise Queen Anne style designs.<p>",img/uHeights/buell.png,Rowan Davidson
Simms Place,43.11001,-89.354911,2231 Myrtle St,"<p>Simm's Place has been operating as a bar/restaurant since 1972. Prior to this, the building housed a service station. Jeannie Simmons, the owner of the bar, lives next door in a small Cape Cod house that was orphaned from the Eken Park neighborhood when Packers Avenue was moved eastward from the west side of Simm's Place to its current location during the mid-1960s. Despite its seeming distance from a residential neighborhood, Simm's functions as a neighborhood bar, with its customer base coming largely from Kraft/Oscar Mayer foods.</p><p>Simmons opened the bar with her husband, Maynard, in 1972. He worked for Oscar Mayer for twenty-seven years, driving a semi-trailer around the country prior to his death in 1994.  </p><p>The couple owned several lots along Packers Avenue when it was relocated. Initially they rented parking stalls out to Oscar's, but gradually sold some of the lots while retaining the house and bar. Oscar Mayer/Kraft has asked Simmons several times to sell, but she has remained steadfast in refusing this, and has continued to operate the bar and occupy her home for forty years. </p><p>Most of Simm's customers work for Oscar Mayer; this camaraderie creates its neighborhood character.  Simmons claims 95% of her customers work at Oscar's, though not the corporate staff who are discouraged from attending. The Simm's family is close. </p><p>One bartender/waitress has been there for thirty years and family members and friends help out at the bar. Simmons described the culture of the bar on the occasion of its 35th anniversary:  ""They're family. I don't know what I'd do without these people. I've been there so long, just about 75% of them call me Mom.'""</p><p>Simmons no longer works ""second shift, though the bar is open long hours to serve the different shifts at the plant. The bar has sponsored a baseball team, and has numerous games and event nights. </p>",img/eken/simms.png,Chad Inman and Anna Andrzejewski
Eken Park,43.10874,-89.3475,Coolidge Street,"<p>The Eken Park neighborhood is located on Madison's near east side; it is bounded by East Washington Avenue, Packers Avenue, North Street and Aberg Avenue. Although the neighborhood developed in multiple stages beginning in the early twentieth century, the tour focuses on the north side of Coolidge Street that abuts the two-acre Eken Park.</p><p> This part of the neighborhood was developed during the 1940s, and today represents a remarkably preserved example of a World War II-era mass-produced housing development (a very early example of a type of development that would proliferate in the post-World War years). This sort of development pattern is rare in Madison, but the presence of such a neighborhood shows that it existed here as elsewhere in the country during World War II and its immediate aftermath. </p><p>The Coolidge Street section also shows the close proximity of home and work during the mid-twentieth century, as it was developed to support industries on Madison's east side, including Oscar Mayer.</p><p>The neighborhood is named for one of the first landholders/farmers in this part of Madison, Iver Eken, who purchased the land that would become Eken Park in 1888. The Eken farm was passed down through several generations of the Eken family until Iver's descendants began subdividing parcels for development during the 1920s. </p><p>The Eken family continued to reside in the farmhouse, a heavily remodeled structure located at the southwestern corner of Eken Park near the intersection of Mayer Avenue and Dexter, until 1947 when Olena Eken (Iver's daughter) passed away. The land that would become the neighborhood greenspace, Eken Park, was donated to the City of Madison by Selma Eken before her death in 1940.</p>",img/eken/ekenpark.png,"Anna Andrzejewski (with Nate Millington, Alyssa O'Connor, Ellisha Boschuetz, Nick Woboril, and Joel Pachefsky)"
Oscar Mayer,43.107394,-89.35537,910 Mayer Ave,"<p>Oscar Mayer (now part of Kraft Foods) has been in business at its Madison location since 1919, when Oscar Mayer, Jr., purchased a defunct meatpacking cooperative formerly operating at this site. Much of what is on the grounds today dates to the second half of the twentieth century, but the site is important to Madison's history as well as the east side landscape we will see on the tour. Oscars, as it is still referred to locally, was Madison's largest employer during parts of the twentieth century. Generally the company has had a good relationship with its employees and the surrounding community, though several labor strikes are also notable.</p><p>Oscar Mayer, Sr. immigrated to the United States from Bavaria in 1873 at the age of fourteen. He spent three years in Detroit working as a butcher boy before moving to Chicago in 1876. Mayer continued to work in the meat industry, including  the Chicago stockyards of the venerable Armour and Company for six years as well as at local butcher shops. </p><p>By 1880, Mayer had decided to found his own business, and wrote to his brother, Gottfried, in Germany, to join him in this enterprise. Gottfried had established himself in Nuremberg as a wurstmaker.  When he joined Oscar in Chicago in 1883, the two were immediately able to establish a successful butcher shop in leased space in the Kolling Meat Market in a German neighborhood on Chicago's near north side in 1883. </p><p>By 1888, when their lease expired, the business was thriving, so much so that the pair took out a $10,000 loan to build their own shop, with living quarters above, two blocks away. With the help of Max, a younger brother who acted as bookkeeper, the business thrived, with Gottfried overseeing production and Oscar managing the overall operation. </p><p>The Oscar Mayer Company has long prided itself on good relationships between ownership, management, and labor, as well as with the broader public they serve. This could arguably extend back to 1893, when Oscar Mayer, Sr. sponsored the German Pavilion at the Colombian Exposition, or to when, in 1906, the company voluntarily joined the newly created federal meat inspection program. </p><p>It continued into the 1930s, when the company distributed free meat to unemployed and homeless residents on the north side of Chicago. The company has attempted to be on the forefront of best practices in packaging and meat handling, and also of hiring and employee benefit packages, including educational programs for the children of employees. </p><p>Although most employees spoke (and speak) fondly of their employment at Oscar's, the company has seen its share of labor strife, particularly during the 1930s when the Amalgamated Meat Cutters Local 538 organized in retaliation for lower wages, longer work hours, and favoritism. The first union meeting occurred during the summer of 1933, but growth was slow, as members foresaw no action for their dues.</p><p> A strike vote was taken in May 1934, with only 51 percent of the members supporting a walkout. After the national union told the Madison local to stay on the job, several members walked out anyway, a bold move, but one that led to a re-negotiation of terms between management and labor within twenty-four hours. The company immediately recognized the union, and no major labor stoppages occurred after this; it was path-breaking for Madison's unions and indeed, preceded the Wagner Act's passage by a year. </p><p>In addition to employing thousands of Madisonians, the company also benefitted the broader community, in part through their charitable foundation, but also through financial incentives in housing and transportation that benefited workers as well as others on Madison's north side. </p><p>As David Mollenhoff has documented in his book on Madison's history, the city experienced a housing slump after World War I; rather than see their employees struggle, Oscar's stepped in to oversee construction of fifty affordable houses for their workers on Madison's east side. The company also paid the private streetcar line to expand to the north side of Madison, thereby providing workers with easy access to their new facility. </p>",img/eken/oscarmyr.png,Anna Andrzejewski
Harlow S. & Isabelle C. Ott House,43.07788,-89.3699,807 Jenifer Street,"<p>The Harlow S. and Isabelle C. Ott House is a late Victorian house with Queen Anne characteristics and Arts and Crafts leaded glass, oak paneling, and English Gothic details. It was designed and built in 1897-1898 by the young Madison architectural firm of Claude & Starck, who had only formed their architectural partnership in 1896. </p><p>The house at 807 Jenifer Street was built for Harlow Sherman and Isabelle C. Ott on the former side yard of the adjacent Holver Gabriel house (see entry). The unusual triangular lot posed a unique design challenge for the architects. They chose to orient the house toward the corner, so that it faced neither Jenifer nor Spaight Streets.</p><p> In the manner of designing an ""organic"" floor plan, akin to those espoused by their progressive peers in the Chicago School of architecture (later the Prairie School), they aligned the ""living rooms"" along the Spaight Street side and front end of the house. The front of the house was given a rounded room that provided a large turret with a conical roof. This feature, along with a steep roof, attic dormers with peaked gables, Gothic detailing on the porch, and some aspects of the interior, combined to provide a variation on the Queen Anne that had with roots in Shingle Style forms, and aspects of the English Gothic style.</p><p> It was the first house in the neighborhood designed by Claude & Starck and only the second or third oldest known house they designed in Madison. Over the following two decades Claude & Starck built many more houses along Spaight Street and Orton Park.</p><p>The present owner purchased the house in 1997, reopened it as a single- family home, and restored the badly deteriorated exterior. Fortunately, the ground floor remained protected and still exhibits its grand staircase with a tall oriel that extends toward Jenifer Street. It is believed that the oriel was intended to serve as a lookout for Isabelle Ott as she watched for approaching streetcars during inclement weather.</p><p> Especially notable are the simple English patterns of leaded glass situated above the bench and in the oriel window of the stair landing windows. The foyer walls are clad with horizontal battens and narrow beaded strips are also seen in houses designed by Frank Lloyd Wright in 1893. The airlock at the front door entrance and the stair wainscoting reveal two original Lincrusta patterns. </p><p>Another non-viewable aspect is the somewhat higher level of finish displayed in the original third-floor maid's room. It is of quarter-sawn white oak trim and has a dormer oriented to the lake. These features were employed by progressive architects in an effort to embrace the hired help, rather than set them entirely apart. </p><p>The yard originally was at least partly enclosed with a low woven-wire fence that included Gothic finials on its short posts. Today's garden is referred to by the owner as a pleasant collision of Japanese and English Cottage styled gardens. </p><p>The house is currently in the process of further restoration.</p>",img/TLR/harlow-ott.png,Gary Tipler
Orton Park,43.08069,-89.364379,Spaight and Ingersoll Streets,"<p>Orton Park, a three and one half acre park that comprises all of block 180 in the original 1836 city plat of Madison, was the city's first public park. Prior to 1877, the block served as the site for Madison's first public cemetery. The cemetery was dedicated following incorporation of the village in 1846. By the time Madison became a city in 1857, additional space was needed, and thus land on Madison's west side, which would become Forest Hill Cemetery, was acquired for this purpose.</p><p> In 1877, the bodies buried at Orton Park were exhumed and reinterred in Forest Hill. After this, prominent residents of Third Lake Ridge, notably George Ott (see Ott House entry), lobbied the city for a public park. In 1879 Ott raised $100 in individual private subscriptions to convert the block into public space. Orton Park was dedicated in 1883, and was named after a former mayor and then Supreme Court Justice, Harlow S. Orton; it officially opened in 1887. An observer for the Wisconsin State Journal noted, ""From 2,000 to 3,000 people gathered under the boughs despite the cool atmosphere and all seemed greatly please with the free entertainment provided.""</p><p>After the park became a desirable neighborhood amenity, wealthier residents of Third Lake Ridge built houses facing the park on all sides; some were fashionable examples by some of Madison's most well known late nineteenth- and early twentieth-century architects, including Claude and Starck. Prairie and craftsman style houses stand alongside Queen Anne examples, although the mixing of these styles is common as well.</p><p>The park has been a central gathering place for Third Lake Ridge ever since 1883. Band concerts were held there during the 1880s and 1890s, and farmers markets and socials have been held at Orton for the past century.</p><p> It has been the site of the annual Orton Park festival for many decades. The gazebo was constructed in 1979 by Stuart Gallaher. George Segal's sculpture, ""Gay Liberation"", was installed for a time beginning in 1986 in the Park. </p><p>Orton Park became a local landmark in 1975 and the Orton Park Historic District was listed in the National Register of Historic Places in 1988.</p>",img/TLR/orton.png,Anna Andrzejewski
John George Ott House,43.07775,-89.37121,754 Jenifer Street,"<p>The large imposing house at 754 Jenifer Street was built for John George Ott in 1873. Originally designed as an Italianate Villa, the house received significant Victorian ornamentation over time. The house is of frame construction sheathed in brick veneer. The main section is two-and-one-half stories tall; the wings are two stories in height.</p><p> A distinctive feature of the house is provided by its windows on the main section; they generally have stone sills with ornately carved lintels. The lintels are arched on the first floor and incised onto the upper story, and while an attempt was made at consistency, differences can be found between windows. Sometime between 1873 and 1892 two additions were made to the original block. One addition on the northeastern side has a side gabled roof and a porch. </p><p>The porch contains two doors, one of which was boarded up and is now being used as a window. Another addition, facing west, was added between 1902 and 1908. There have been other changes as the property has transformed into a multi-unit residence, mainly having to do with porch changes. A cupola once stood atop the main section. </p><p> John George Ott was a successful entrepreneur in Madison during its early decades and the house is a testament to the wealth that businessmen like Ott attained. Ott was a German-Swiss Immigrant who came to Madison in 1850 when he was twenty-three years old. He owned a brickyard on this property; the bricks for the house were likely made here.</p><p> Ott also established a grocery store along nearby Williamson Street near the corner with Livingston (just down the street from his house), and eventually he went into the insurance business. </p><p>The house may be compared in its grandeur to others in the vicinity that date to this era, such as the Holver Gabriel House. In its scale and Italianate features, it certainly draws on popular styles of the time seen in pattern books. Yet its construction of locally produced red bricks (rather than the then-faddish Milwaukee cream city bricks) and its unusual lintels suggest a desire on the part of the owner to create a distinctive house and not just another elite mansion.</p><p>Ott was a prominent figure in Third Lake Ridge. He was very active in civic affairs; he served on the Madison City Council and Dane County Board. He founded several notable clubs, including the German Masonic Lodge, the Turnevein, and the Maennerchoir. </p><p>Ott also lobbied for the conversion of the former public graveyard site down the street into a public park. He lived at this house until the time of his death. His son, Harlow S. Ott, became a successful pharmacist, and built a house across the street from his parents during the late 1890s. </p><p>Following Ott's death his daughter, Alma, lived with her husband, Frederick Lacher, in the house. Like many other large houses in the neighborhood, it has since become a multi-unit rental property. The house is a Madison Landmark and a contributing element to the Third Lake Ridge landmark district.</p>",img/TLR/georgeott.png,"Michelle Oyen, Erin Kauppinen, Andrew Baird, and James Wright"
Kleuter Wholesale Grocery Warehouse,43.082361,-89.373158,901 East Washington Avenue,"<p>Towering high above the commercial and industrial buildings nearby, the five-story structure at 901 East Washington Avenue was originally a grocery warehouse. The red brick and reinforced concrete construction materials provided not only a fireproof building, but also the structural strength needed for a tall, spacious warehouse. Abundant large windows provided efficient light for the work and storage areas throughout. The structure was built by the Wisconsin Construction Company of Madison for $55,000. </p><p>The subtle Prairie-style accents and proportions distinguish this building from the more utilitarian and simply-finished warehouses and workshops located nearby. One of the structure's defining features are the three square towers, each decorated with geometric ornamental designs within the parapet. The use of horizontal raised-brick banding on the first and fifth levels, and raised-brick quoins on the square towers, further emphasizes the building's Prairie-style influence. </p><p>The Kleuter Wholesale Company chose noted Madison-based Prairie style architect Alvan Small to design their new building. Small began his apprenticeship in 1887 with the notable Madison firm, Conover & Porter; spent a year in Chicago in the office of Louis Sullivan; and then returned to Madison in 1900. </p><p>He practiced for twenty-five years before retiring in 1926. Several Madison structures designed by Small are listed in the National Register of Historic Places, but the Kleuter Wholesale Grocery Warehouse (deemed eligible in 2002) is considered one of Small's non-residential structures influenced by the Prairie style. The Olds Seed Company Building is another example of Small's non-residential work.</p><p>Industry and development flourished on Madison's near East Side and the Kleuter Wholesale Company, like other businesses in Third Lake Ridge, took advantage of the proximity to rail lines for their grocery wholesale firm. They had operated their warehouse on East Wilson Street since about 1868, but by 1915, needed additional space. The Kleuter Brothers sold Badger Brand canned goods, among other items.</p><p> In 1927 Jerry and Emanuel Simon purchased the business and warehouse building, at which time it became known as Simon Brothers Wholesale Groceries. The Simon Brothers switched to liquor distribution in 1935, a little over a year after Prohibition ended, and utilized the warehouse until 1979. </p><p>The building was most recently occupied by the Mautz Paint Company, a local firm that got its start in 1892 as a paint and wallpaper store. Following years of hard work and the manufacture of their paint products, Mautz relocated to 939 East Washington Avenue in 1942, just east of the Kleuter warehouse. Mautz purchased the former warehouse from the Simon Brothers Company in 1979 to boost production and add warehouse space. </p><p>By 1985, Mautz was producing 1.3 million gallons of paint a year and by 2000 their annual sales totaled nearly $33 million. In November 2001, the Sherwin-Williams Co. purchased the Mautz brand, its formula, and its thirty three stores. The former Kleuter Warehouse Building, however, was not part of the transaction, and is currently for sale. Its location on the East Washington corridor makes it a prime candidate for adaptive reuse, and several proposals are under consideration.</p>",img/TLR/kleuter.png,Mark Speltz
Fauerbach House,43.079079,-89.366686,940 Spaight Street,"<p>The Fauerbach House, a Greek Revival side-passage frame dwelling built in 1856, represents a common form and  popular style in Third Lake Ridge during the first few decades of development. Its history shows the path of assimilation of a prominent German family, the Fauerbachs, during the late nineteenth and early twentieth centuries as well as the changing uses of dwellings such as this in the neighborhood. Although its basic form is readable today, the house has undergone many changes that make its interpretation difficult on the basis of the built fabric alone.</p><p>The Fauerbach House was built by Erastus Wyman, a Yankee carpenter from New York. Initially a carpenter, Wyman eventually went into business and opened a lumberyard. Wyman's relative affluence is suggested by the stylish attributes of the house as well as its location within a cluster of homes of wealthy early Madisonians; next door stood the imposing Shipley-Shuttleworth House and across the street was Farwell's Octagon House (now demolished). </p><p>The front-facing gable, intact cornice returns, and symmetrical placement of the windows (with the exception of the replaced picture window on the first floor) are hallmarks of the Greek Revival style. Interior elements, such as the original newel post and door casings in the front passage and elsewhere in the house, also suggest the original owner's affluence. It is also possible that the house had a one-story colonnaded entry porch. Recent renovations revealed that the frame house originally had brick nogging. </p><p>Henry Fauerbach, part owner of the Fauerbach Brewery, purchased the house in 1890. One of the city's oldest and most successful breweries, Fauerbach Brewery was started in 1868 by Henry's father, Peter, an immigrant from Fauerbach, Germany. He initially leased the Sprecher Brewery building and eventually purchased it in 1878. </p><p>Peter and his wife, Maria, had six sons: Louis, Philip, Henry, Charles, Emil, and William. Upon Peter's death in 1886, Maria ran the business for five years until 1891. At that point, the four oldest children assumed company leadership, with Charles eventually going into other occupations outside of the brewery and Emil entering the business when he became old enough.</p><p> Under the leadership of this second generation of Fauerbachs, the brewery would experience levels of growth that Peter could never have imagined. In 1878, after running the business for ten years, the brewery had the capacity to produce 1,500 barrels of beer per year. By 1907 Fauerbach Brewing Co. had twenty cellar tanks, each with the capacity to hold 240 barrels of beer for a total of 4,800 barrels of beer at one time. </p><p>Prohibition and the Great Depression dealt a severe blow to the Fauerbach Brewing Company. The fact the brewery managed other interests, including rental housing, partly kept them afloat for a time. Nevertheless, the Fauerbachs were forced to foreclose on the house in 1927.</p><p> The brewery was the only one in Madison to survive prohibition; however, it fell victim to the growth of large commercial breweries and ultimately closed in 1966. The Fauerbach House remained a multi-unit rental property until 1985 when the current owners purchased it. They have since been working on restoring the property, and have converted it back to a single-family dwelling.</p>",img/TLR/fauerbach.png,"Kimberly Hernandez, Amy Brabender, and Jared Lowery"
Hyers Hotel,43.079,-89.36903,854 Jenifer Street,"<p>Hyer's Hotel was built in 1854, the same year the railroad first reached Madison. The building is the oldest surviving hotel in Madison. Italianate in style, it was originally constructed with soft locally produced red brick laid in a five-course common bond. Sandstone sills and lintels provide decorative accents, as does an ornate bracketed cornice. </p><p>The house originally consisted of the two-story brick main block with a wood frame ell to the rear, which had a stable for visitors' horses behind it. An 1874 fire destroyed the wing and stables. When the house was later converted into a single-family residence, a small brick wing was added where the frame wing once stood. </p><p>David Hyer, the builder and first owner, was a member of the first group of settlers to arrive in Madison in 1837; he was employed by Augustus A. Bird in the construction of the first Capitol Building. After trying his luck in the 1848 California Gold Rush, Hyer purchased lots ten and eleven of Block 148 from Leonard Farwell, a prominent land speculator. Tax assessments prior to the construction of the hotel valued the lots at three hundred dollars. After construction of the hotel and livery the property was valued at $2,300. Hyer then sold the property in 1855 to proprietor Henry Jaquish for $9,000, an indication of the boom that was then occurring in Third Lake Ridge. </p><p>The second owner, Henry Jaquish, came to Madison by way of Mineral Point during the lead boom. After a short stint in Mineral Point, he farmed for several years in the village of Mazomanie (western Dane County) before purchasing Hyer's Hotel. Jaquish ran the hotel until the fire in 1874, and lived in the brick portion with his family. </p><p>Jacquish's sale came at a time when the hotel business was saturated. The 1875 Madison city directory reveals a total of twenty-six hotels in Madison, seven of them near the railroad depot. After selling the hotel, Jacquish and his wife remained in the Third Lake Ridge, purchasing a house at 1026 Williamson Street. Following the fire, the building functioned as a single-family residence. Joseph E. Kleiner, president of the Madison Candy Company, purchased the house in 1900. As was true of many other executives associated with area industries, Kleiner lived within walking distance of his company, but also lived along side working-class residents. </p><p>The occupancy of Hyer's Hotel during those first twenty years provides an interesting window into Third Lake Ridge. It appears the hotel provided transient lodging for those seeking work in the growing Third Lake Ridge corridor. The 1858 Madison city directory lists the following residents: two carpenters, two painters, a blacksmith, a laborer, a cabinet-maker, a bookkeeper, a tailor, a feed store employee, and Jaquish. The 1860 manuscript census reveals a similar range of occupations. An even mix of and foreign-born immigrants and East Coast émigrés residing in the neighborhood with their families and young children. </p><p>The house continued to operate as a single-family residence during much of the twentieth century. In 1910, Art and Genevieve Schulkamp purchased the house, and lived there through his death in 1972. Schulkamp was a prominent banker, insurance agent, and philanthropist in Madison. </p><p>In 1915, the Schulkamps extensively remodeled the structure by knocking out walls to provide open living spaces that were more in keeping with the progressive styles of the period. The porch was also extended at this time, and other changes were made to the interior with new French doors and modern fixtures. Today the building houses several apartments. Hyer's Hotel became a Madison Landmark in 1975 and was listed in the National Register of Historic Places in 1983.</p>",img/TLR/hyers.png,Jared Lowery
